Title,Number of ratings,Gutenberg ID,Factor,Rank
The Wings of Icarus,1,17255,Y,559
"The Young Ranchers: or, Fighting the Sioux",1,28331,Y,560
Tongues of Conscience,1,25986,Y,561
Viking-Boys,1,23725,Y,562
Voices in the Night,1,40045,Y,563
Wayside Courtships,1,20247,Y,564
Whoso Findeth a Wife,1,40837,Y,565
Witness to the Deed,1,25607,Y,566
Woman and Artist,1,38532,Y,567
"A Clerk of Oxford, and his Adventures in the Barons' War",0,43077,Y,568
A Comedy of Masks,0,16703,Y,569
A Dash for a Throne,0,40907,Y,570
A Daughter of To-day,0,14490,Y,571
A Duet with an Occational Chorus,0,5260,Y,572
A First Family of Tasajara,0,2723,Y,573
"A Gentleman of France: Being the Memoirs of Gaston de Bonne, Sieur de Marsac",0,1939,Y,574
A Girl of the Klondike,0,23732,Y,575
A Girl of the North: A Story of London and Canada,0,48845,Y,576
A Grey Eye or So,0,51947,Y,577
A Knight of the White Cross: A Tale of the Siege of Rhodes,0,4932,Y,578
A Man and a Woman,0,16143,Y,579
A Man: His Mark.  A Romance,0,51954,Y,580
A March on London: Being a Story of Wat Tyler's Insurrection,0,7061,Y,581
A Master of Craft,0,21929,Y,582
A Master of Mysteries,0,22278,Y,583
The Great Men and A Practical Novelist,0,35313,Y,584
A Ring of Rubies,0,43143,Y,585
"A Roving Commission: Or, Through the Black Insurrection at Hayti",0,38764,Y,586
A Singer from the Sea,0,29909,Y,587
A Sister of the Red Cross: A Tale of the South African War,0,47705,Y,588
A Sweet Girl Graduate,0,4989,Y,589
A Young Mutineer: A Story for Girls,0,24599,Y,590
About Peggy Saville,0,23622,Y,591
According to Plato,0,51969,Y,592
Amethyst: The Story of a Beauty,0,43121,Y,593
An American Girl in London,0,45925,Y,594
An Arist in Crime,0,31915,Y,595
Annie o' the Banks o' Dee,0,37357,Y,596
"As Others Saw Him: A Retrospect, A. D. 54",0,48974,Y,597
As We Sweep Through the Deep: A Story,0,25995,Y,598
At Aboukir and Acre: A Story of Napoleon's Invasion of Egypt,0,22224,Y,599
Babes in the Bush,0,51209,Y,600
Bert Lloyd's Boyhood: A Story from Nova Scotia,0,25358,Y,601
Blanche,0,43125,Y,602
"Bob Strong's Holidays: or, Adrift in the Channel",0,21106,Y,603
Boris the Bear-Hunter: A Tale of Peter the Great and his Times,0,45098,Y,604
Both Sides the Border: A Tale of Hotspur and Glendower,0,19070,Y,605
Casper Brooke's Daughter: A Novel,0,31106,Y,606
By Berwen Bangs: A Novel,0,18758,Y,607
"By England's Aid: or, The Freeing of the Netherlands (1585-1604)",0,6953,Y,608
By Order of the Company,0,45721,Y,609
"By Right of Conquest: or, With Cortez in Mexico",0,19398,Y,610
By Right of Sword,0,38357,Y,611
Byeways,0,33040,Y,612
Caesar's Column: A Story of the Twentieth Century,0,5155,Y,613
Cecilia de Noel,0,15258,Y,614
"Cleo the Magnificent: or, The Muse of the Real",0,29207,Y,615
Clutterbuck's Treasure,0,46582,Y,616
Colonel Thorndyke's Secret,0,8155,Y,617
Colonial Born: A Tale of the Queensland Bush,0,25750,Y,618
Comedies of Courtship,0,24985,Y,619
Count Hannibal: A Romance of the Court of France,0,15763,Y,620
Crusoes of the Frozen North,0,11997,Y,621
Cursed by a Fortune,0,34537,Y,622
Dariel: A Romance of Surrey,0,42529,Y,623
"Darkness and Dawn: or, Scenes in the Days of Nero. An Historical Tale",0,47825,Y,624
Dead Men Tell no Tales,0,1703,Y,625
Despair's Last Journey,0,22276,Y,626
Donna Teresa,0,43153,Y,627
Dorothy's Double,0,36103,Y,628
Dr. Rumsey's Patient: A Very Strange Story,0,34545,Y,629
Drolls from Shadowland,0,25307,Y,630
Esther's Charge,0,42230,Y,631
Faith Gartney's Girlhood,0,18896,Y,632
Fan: The Story of a Young Girl's Life,0,7827,Y,633
For Treasure Bound,0,21069,Y,634
Frances Waldeaux: A Novel,0,335,Y,635
French and English: A Story of the Struggle in America,0,15958,Y,636
From Kingdom to Colony,0,34232,Y,637
From One Generation to Another,0,8805,Y,638
From the Memoirs of a Minister of France,0,2079,Y,639
Garthowen: A Story of a Welsh Homestead,0,18778,Y,640
"Gold, Gold, in Cariboo: A Story of Adventure in British Columbia",0,45870,Y,641
Good Luck,0,28565,Y,642
Held Fast for England: A Tale of the Seige of Gibraltar (1779-83),0,21788,Y,643
Hugh Wynne: Free Quaker. Sometime Brevet Lieutenant-Colonel on the Staff of his Excellency General Washington,0,6485,Y,644
"Imogen: or, Only Eighteen",0,43133,Y,645
In a Hollow of the Hills,0,2180,Y,646
In Connection with the De Willoughby Claim,0,25810,Y,647
In Far Bolivia: A Story of a Strange Wild Land,0,39728,Y,648
In Greek Waters: A Story of the Grecian War of Independence (1821-1827),0,42276,Y,649
In Homespun,0,4378,Y,650
In Honour's Cause: A Tale of the Days of George the First,0,21313,Y,651
In Kedar's Tents: A Novel,0,5987,Y,652
In the Day of Adversity: A Romance,0,33643,Y,653
In the Days of Chivalry: A Tale of the Times of the Black Prince,0,13183,Y,654
In the Fire of the Forge: A Romance of Old Nuremberg,0,5551,Y,655
In the Heart of the Rockies: A Story of Adventure in Colorado,0,8670,Y,656
In the Irish Brigade: A Tale of War in Flanders and Spain,0,18349,Y,657
In the Mahdi's Grasp,0,24926,Y,658
In the Tideway,0,39847,Y,659
In the War of the Roses: A Story for the Young,0,15769,Y,660
In White Raiment,0,40996,Y,661
Jane Field: A Novel,0,17790,Y,662
"Jill, a Flower Girl",0,43141,Y,663
"Jungle and Stream: or, The Adventures of Two Boys in Siam",0,44680,Y,664
Kate Carnegie and those Ministers,0,20399,Y,665
Lancashire Idylls,0,14414,Y,666
Light Freights,0,21928,Y,667
Lost Man's Lane: A Second Episode in the Life of Amelia Butterworth,0,33305,Y,668
Love Among the Lions: A Matrimonial Experience,0,38657,Y,669
Love and Mr. Lewisham,0,11640,Y,670
Madelon: A Novel,0,17885,Y,671
Mademoiselle Blanche: A Novel,0,39383,Y,672
Mammon and Co.,0,40797,Y,673
Many Cargoes,0,5758,Y,674
Maori and Settler: A Story of the New Zealand War,0,33619,Y,675
Marion Darche: A Story without Comment,0,33924,Y,676
"Martin Hewitt, Investigator",0,11252,Y,677
Master of Men,0,40455,Y,678
Menotah: A Tale of the Riel Rebellion,0,35259,Y,679
Miss Merivale's Mistake,0,8151,Y,680
Miss Mouse and her Boys,0,30966,Y,681
More about Peggy,0,21099,Y,682
Nevermore,0,34240,Y,683
No Surrender!: A Tale of the Rising in La Vendee,0,20091,Y,684
Nurse Heatherdale's Story,0,39047,Y,685
On the Irrawaddy: A Story of the First Burmese War,0,21242,Y,686
Out with Garibaldi: A Story of the Liberation of Italy,0,45573,Y,687
Peccavi,0,36115,Y,688
Pembroke: A Novel,0,17428,Y,689
Perlycross: A Tale of the Western Hills,0,45038,Y,690
Philippa,0,43169,Y,691
Phyllis of Philistia,0,2155,Y,692
Pierre and his People: Tales of the North,0,6179,Y,693
Plain Living: A Bush Idyll,0,51404,Y,694
Prisoners of Conscience,0,31835,Y,695
"Rabbi Saunderson, etc.",0,18063,Y,696
Ralph Denham's Adventures in Burma,0,45774,Y,697
Red Rowans,0,40141,Y,698
Redskin and Cow-boy: A Tale of the Western Plains,0,45617,Y,699
Robin Redbreast: A Story for Girls,0,26085,Y,700
Roden's Corner,0,9324,Y,701
"Rujub, the Juggler",0,7229,Y,702
"Sail-Ho!: or, A Boy at Sea",0,21366,Y,703
Saint Bartholomew's Eve: A Tale of the Huguenot Wars,0,20092,Y,704
Savrola: A Tale of Revolution in Laurania,0,50906,Y,705
Sawn Off: A Tale of a Family Tree,0,40674,Y,706
Sea Urchins,0,21931,Y,707
Seven Little Australians,0,4731,Y,708
Shameless Wayne: A Romance of the Last Feud of Wayne and Ratcliffe,0,47674,Y,709
Shrewsbury: A Romance,0,39137,Y,710
Sisters Three,0,21103,Y,711
"Soldier Rigdale: How He Sailed in the ""Mayflower,"" and How He Served Miles Standish",0,44165,Y,712
Some Experiences of an Irish R. M.,0,34630,Y,713
Some Persons Unknown,0,45732,Y,714
Sons of the Morning,0,46857,Y,715
Sophia,0,39168,Y,716
Sweet Content,0,43112,Y,717
Tales from the Telling-House,0,51497,Y,718
Tales of South Africa,0,32914,Y,719
"Terry: or, She Ought to have been a Boy",0,20492,Y,720
That Affair Next Door,0,21617,Y,721
That Little Beggar,0,36166,Y,722
The Admiral: A Romance of Nelson in the Year of the Nile,0,47944,Y,723
The Adventures of Don Lavington,0,21316,Y,724
"The Adventures of Fran<e7>ois: Foundling, Thief, Juggler, and Fencing-Master during the French Revolution",0,43241,Y,725
The Angel of the Revolution: A Tale of the Coming Terror,0,31324,Y,726
"The Autobiography of a Quack: and, The Case of George Dedlow",0,693,Y,727
The Battle of the Strong: A Romance of Two Kingdoms,0,6236,Y,728
The Betrayal of John Fordham,0,45525,Y,729
The Blue Pavillions,0,19977,Y,730
The Bond of Black,0,41461,Y,731
The Boss of Taroomba,0,41658,Y,732
The Bushranger's Secret,0,38791,Y,733
The Capsina,0,49533,Y,734
The Carved Lions,0,39549,Y,735
The Chevalier d'Auriac,0,38323,Y,736
"The Cruise of the ""Cachalot"": Round the World after Sperm Whales",0,1356,Y,737
"The Cruise of the ""Esmeralda""",0,25817,Y,738
The Dash for Khartoum: A Tale of the Nile Expedition,0,21986,Y,739
"The Doctor, his Wife and the Clock",0,32439,Y,740
The Drummer's Coat,0,19801,Y,741
The Empire Makers: A Romance of Adventure and War in South Africa,0,40838,Y,742
The Family at Misrule,0,48304,Y,743
The Forest Lovers: A Romance,0,8934,Y,744
The Gathering of Brother Hilarius,0,789,Y,745
The Girls and I: A Veracious History,0,31007,Y,746
The Girls of St. Wode's,0,41326,Y,747
The Gold-Stealers: A Story of the Waddy,0,16903,Y,748
The Grey Lady,0,6517,Y,749
The Grim House,0,43878,Y,750
The Heart's Highway: A Romance of Virginia in the Seventeenth Century,0,4528,Y,751
The Heiress of Wyvern Court,0,22398,Y,752
The History of David Grieve,0,8076,Y,753
The Honourable Miss: A Story of an Old-fashioned Town,0,15778,Y,754
The Honour of Savelli: A Romance,0,38250,Y,755
The House by the Lock,0,31228,Y,756
The Hypocrite,0,40651,Y,757
The Island of Gold: A Sailor's Yarn,0,37588,Y,758
The Isle of Unrest,0,8873,Y,759
The Jamesons,0,17792,Y,760
The Jessamy Bride,0,51951,Y,761
The Judgment Books,0,46077,Y,762
The Last Stroke: A Detective Story,0,35304,Y,763
The Laurel Walk,0,43129,Y,764
The Life and Death of Richard Yea-and-Nay,0,14813,Y,765
The Lion's Brood: A Romance,0,20219,Y,766
The Log of a Privateersman,0,21065,Y,767
The Lord of Dynevor: A Tale of the Time of Edward the First,0,13227,Y,768
The Lost Heir,0,36975,Y,769
The Lost Treasure of Trevlyn: A Story of the Days of the Gunpowder Plot,0,16654,Y,770
The Lunatic at Large: A Novel,0,20485,Y,771
The Maid of Honour: A Tale of the Dark Days of France,0,38865,Y,772
The Man in Black,0,39295,Y,773
The Marriage of Elinor,0,28637,Y,774
The Moon Metal,0,8199,Y,775
The New Rector,0,39215,Y,776
The Oriel Window,0,39812,Y,777
The Path of a Star,0,5102,Y,778
The Pirate Slaver: A Story of the West African Coast,0,23498,Y,779
The Pomp of the Lavilettes,0,6217,Y,780
"The Prince of India: or, Why Constantinople",0,6848/6849,Y,781
The Queen's Cup: A Novel,0,17436,Y,782
The Queen against Owen,0,30910,Y,783
The Rajah of Dah,0,21364,Y,784
The Red Cockade,0,39297,Y,785
The Romance of the Woods,0,46813,Y,786
The Rome Express,0,11451,Y,787
The Rubicon,0,40793,Y,788
The Sack of Monte Carlo: An Adventure of To-day,0,50515,Y,789
The Secret Chamber at Chad: A Tale,0,15670,Y,790
The Ship of Stars,0,16000,Y,791
The Sign of the Red Cross: A Tale of Old London,0,13840,Y,792
"The Skipper's Wooing, and The Brown Man's Servant",0,21336,Y,793
The Slave of the Lamp,0,9195,Y,794
The Sowers,0,10132,Y,795
The Span o' Life: A Tale of Louisbourg and Quebec,0,33731,Y,796
The Star-Gazers,0,34244,Y,797
The Story of a Red Deer,0,33384,Y,798
The Story of Francis Cludde,0,39296,Y,799
The Story of Sonny Sahib,0,4547,Y,800
The Survivor,0,17040,Y,801
The Swing of the Pendulum,0,43157,Y,802
The Tapu of Banderah,0,24996,Y,803
The Tiger of Mysore: A Story of the War with Tippoo Saib,0,18813,Y,804
The Tragedy of Ida Noble: A Novel,0,50372,Y,805
The Trail of the Sword,0,6210,Y,806
The Translation of a Savage,0,6214,Y,807
The Triple Alliance: Its Trials and Triumphs,0,10027,Y,808
The Velvet Glove,0,10342,Y,809
The Vintage: A Romance of the Greek War of Independence,0,46782,Y,810
The Vizier of the Two-Horned Alexander,0,10368,Y,811
The War of the Wenuses,0,14678,Y,812
The Water of the Wondrous Isles,0,8778,Y,813
The Weathercock: Being the Adventures of a Boy with a Bias,0,21375,Y,814
The White Virgin,0,40672,Y,815
The Woman with One Hand and Mr Ely's Engagement,0,40449,Y,816
The Wonder-Child: An Australian Story,0,45683,Y,817
The Woodpigeons and Mary,0,43107,Y,818
The Wreckers of Sable Island,0,33714,Y,819
"The Young Woodsman: or, Life in the Forests of Canada",0,9968,Y,820
Their Silver Wedding Journey: A Novel,0,3365,Y,821
Through the Russian Snows: A Story of Napoleon's Retreat from Moscow,0,30457,Y,822
Ti-ti-pu: A Boy of Red River,0,33740,Y,823
To the West,0,21495,Y,824
Tom and Some Other Girls: A Public School Story,0,21102,Y,825
Tom Tufton's Travels,0,13404,Y,826
Tom Wallis: A Tale of the South Seas,0,40705,Y,827
Under False Pretences,0,31375,Y,828
Under Wellington's Command: A Tale of the Peninsular War,0,20207,Y,829
Via Crucis: A Romance of the Second Crusade,0,6350,Y,830
Waynflete,0,43149,Y,831
Weir of Hermiston: An Unfinished Romance,0,380,Y,832
"Well, After All",0,51988,Y,833
Westerfelt: A Novel,0,17178,Y,834
What Necessity Knows,0,16398,Y,835
When London Burned: A Story of Restoration Times and the Great Fire,0,7831,Y,836
When the Birds begin to Sing: A Novel,0,26186,Y,837
When Valmond Came to Pontiac: The Story of a Lost Napoleon,0,6205,Y,838
White Turrents,0,43108,Y,839
"With Buller in Natal: or, A Born Leader",0,7334,Y,840
With Frederick the Great: A Story of the Seven Years War,0,19714,Y,841
With Moore At Corunna,0,8651,Y,842
With Rifle and Bayonet: A Story of the Boer War,0,32918,Y,843
Won by the Sword: A Tale of the Thirty Years' War,0,4931,Y,844
Wulf the Saxon: A Story of the Norman Conquest,0,8745,Y,845
Young Tom Bowling: A Story of the Boys of the British Navy,0,21089,Y,846
Titus: A Comrade of the Cross. A Tale of the Christ,448,,N,
The Blood of the Vampire,377,,N,
The Black Mask,355,,N,
The Other House,258,,N,
The Lost Continent,224,,N,
Heart of the World,202,,N,
The Garden Behind the Moon: A Real Story of the Moon Angel,153,,N,
Dreams,139,,N,
"The Experiences of Loveday Brooke, Lady Detective",116,,N,
The Disciple,114,,N,
Prisoners of the Sea: A Romance of the Seventeenth Century,111,,N,
The Type-writer Girl,104,,N,
The Snake's Pass,96,,N,
"List, Ye Landsmen!: A Romance of Incident",91,,N,
Pictures of the Socialistic Future (Freely Adapted from Bebel),83,,N,
A Man from the North,77,,N,
The Man from Glengarry: A Tale of Western Canada,75,,N,
A Prince of Swindlers,72,,N,
The Silent House in Pimlico: A Detective Story,66,,N,
Sword and Assegai,65,,N,
George's Mother,56,,N,
The Cross Triumphant,55,,N,
The Naulahka: A Story of West and East,54,,N,
Equality,47,,N,
Doctor Nikola,44,,N,
Barabbas: A Dream of the World's Tragedy,43,,N,
The Young Pretender,43,,N,
The Luck of the Vails,42,,N,
The Private Life,40,,N,
As a Man Lives,39,,N,
Jack Raymond,39,,N,
Tenebrae: A Novel,39,,N,
Dr. Nikola's Experiment,37,,N,
A Sunless Heart,36,,N,
Gallia,36,,N,
Grania: The Story of an Island,36,,N,
The Clock Struck One,36,,N,
The One I Knew the Best of All,36,,N,
Thou Art the Man: A Novel,36,,N,
The Three Miss Kings: A Novel,35,,N,
"Hartmann the Anarchist: or, The Doom of the Great City",33,,N,
East of Suez,30,,N,
The Disappearance of Mr. Derwent: A Mystery,30,,N,
The Joss: A Reversion,29,,N,
The Soul of Lilith,29,,N,
The Dorrington Deed-Box,28,,N,
A Writer of Books,26,,N,
Wedderburn's Will: A Detective Story,26,,N,
The Mighty Atom,24,,N,
"A Bachelor in Search of a Wife, and Roger Marcham's Ward",24,,N,
Curios: Some Strange Adventures of Two Bachelors,24,,N,
The Making of a Schoolgirl,24,,N,
Keynotes,23,,N,
The Chinese Jar: A Mystery,23,,N,
The Fearsome Island: Being a Modern Rendering of the Narrative of One Silas Fordred,23,,N,
The Watter's Mou',23,,N,
Anna Lombard,22,,N,
Bladys of the Stewponey,22,,N,
The Goddess: A Demon,22,,N,
A Midnight Mystery: A Novel,21,,N,
A Traitor in London,21,,N,
The Weird of Deadly Hollow: A Tale of the Cape Colony,21,,N,
The Celebrity: An Episode,20,,N,
The House by the Common,20,,N,
Kitty Alone: A Story of Three Fires,19,,N,
The Crimson Cryptogram,19,,N,
A Puzzling Pair,18,,N,
Crushed yet Conquering: A Story of Constance and Bohemia,18,,N,
The Carbuncle Clue: A Mystery,18,,N,
The Seen and the Unseen,18,,N,
"Dorcas Dene, Detective: Her Adventures.  Second Series",17,,N,
The Shoulder of Shasta,17,,N,
The Lust of Hate,16,,N,
Jocelyn,16,,N,
"The Raiders: Being Some Passages in the Life of John Fea, Lord and Earl of Little Egypt",15,,N,
Monsieur Judas: A Paradox,15,,N,
Sleeping Fires,15,,N,
The Lone Inn: A Mystery,15,,N,
The Crime of a Christmas Toy: A Detective Story,14,,N,
A Full and True Account of the Wonderful Mission of Earl Lavender: Which Lasted One Night and One Day: With a History of the Pursuit of Earl Lavender etc,13,,N,
American Wives and English Husbands: A Novel,13,,N,
Ghosts: Being the Experiences of Flaxman Low,12,,N,
Joan Haste,12,,N,
Legend-Led,12,,N,
"Paul, a Herald of the Cross",12,,N,
The Mutineer: A Romance of Pitcairn Island,12,,N,
A Daughter of the Marionis,11,,N,
An Eye for an Eye: A Mystery,11,,N,
Babs the Impossible,11,,N,
Conscience,11,,N,
False Evidence,11,,N,
Miss Betty,11,,N,
Rough Justice,11,,N,
The Murder of Delicia,11,,N,
A Man of Devon,10,,N,
A Superfluous Woman: A Novel,10,,N,
Guy Mervyn: A Novel,10,,N,
Mord Em'ly,10,,N,
The Quiet Mrs. Fleming,10,,N,
Adventures of Martin Hewitt: Third Series,9,,N,
Clog Shop Chronicles,9,,N,
The Mystery of Landy Court,9,,N,
The Outlaws of the Air,9,,N,
The Riddle Ring: A Novel,9,,N,
Wyndham's Daughter: A Story of To-day,9,,N,
A Life Sentence,8,,N,
Dr. Sinclair's Sister,8,,N,
Jane: A Social Incident,8,,N,
Weeds: A Story in Seven Chapters,8,,N,
Boy: A Sketch,7,,N,
The Story of a Modern Woman,7,,N,
A Girl in the Karpathians,7,,N,
"Gerard: or, The World, the Flesh, and the Devil",7,,N,
His Darling Sin,7,,N,
The Lost Liner,7,,N,
The Octave of Claudius,7,,N,
The Strange Transfiguration of Hannah Stubbs,7,,N,
The World's Great Snare,7,,N,
A House in Bloomsbury,6,,N,
All Along the River,6,,N,
By Stroke of Sword: A Romance,6,,N,
"Dorcas Dene, Detective: Her Adventures",6,,N,
God's Fool: A Koopstad Story,6,,N,
Mrs Musgrave--and her Husband,6,,N,
My Japanese Wife: A Japanese Idyll,6,,N,
Prince Rupert the Buccaneer,6,,N,
The Dominion of Dreams,6,,N,
The White Prior: A Family Mystery,6,,N,
A Study in Shadows,5,,N,
"A Visit to Freeland: or, The New Paradise Regained",5,,N,
Beyond the Great South Wall,5,,N,
Both Sides of the Veil,5,,N,
Doctor Adrian: A Story of Old Holland,5,,N,
Flames: A London Phantasy,5,,N,
Further Adventures of Captain Kettle,5,,N,
Jaspar Tristram: A Story,5,,N,
Marvels and Mysteries,5,,N,
Susy,5,,N,
The Black Carnation: A Riddle,5,,N,
The Mystery of Mr. Bernard Brown,5,,N,
The Postmaster of Market Deignton,5,,N,
"The Stickit Minister, and Some Common Men",5,,N,
The Three Fates,5,,N,
Who did it?,5,,N,
A Cherry Tree,4,,N,
A Creature of the Night: An Italian Enigma,4,,N,
"A Soldier of Manhattan, and his Adventures at Ticonderoga and Quebec",4,,N,
At the Gate of Samaria: A Novel,4,,N,
Brownie,4,,N,
Cunning Murrell,4,,N,
Dear Faustina,4,,N,
Discords,4,,N,
Fantasias,4,,N,
For Freedom's Sake,4,,N,
Harum Scarum: A Poor Relation,4,,N,
"Love, the Conqueror: or, The Rival Cousins",4,,N,
Mad Sir Uchtred of the Hills,4,,N,
The Arm of the Lord,4,,N,
The Last Lemurian: A Westralian Romance,4,,N,
The Master,4,,N,
The Sign of the Cross,4,,N,
Thorstein of the Mere: A Saga of the North Men in Lakeland,4,,N,
A Beginner,3,,N,
A Set of Rogues,3,,N,
All Fools: Being the Story of Some Very Young Men and a Girl,3,,N,
"Barbara, Lady's Maid and Peeress",3,,N,
Beckside Lights,3,,N,
Cynthia: A Daughter of the Philistines,3,,N,
Doreen: The Story of a Singer,3,,N,
Love in Idleness: A Bar Harbour Tale,3,,N,
"Mona Maclean, Medical Student: A Novel",3,,N,
Monochromes,3,,N,
My Flirtations,3,,N,
Rust of Gold,3,,N,
The Building of the City Beautiful,3,,N,
The Dancing Faun,3,,N,
The Finding of Lot's Wife,3,,N,
The Fortune of Christina M'Nab,3,,N,
The Germ Growers: The Strange Adventures of Robert Easterley and John Wilbraham,3,,N,
