,Title,Genre,Goodreads,Sentiment,Status,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Negative,Positive,Tokens,AngerPR,AnticipationPR,DisgustPR,FearPR,JoyPR,SadnessPR,SurprisePR,TrustPR,MeanH,MeanL
709,The Translation of a Savage Complete,,0,0.297179,Neither,230,248,154,283,238,251,142,331,544,631,51179,0.449403075,0.484573751,0.300904668,0.552961175,0.465034487,0.49043553,0.277457551,0.646749643,2.045761,1.621758925
710,The Triple Alliance Its Trials and Triumphs,,0,0.192309,Neither,305,262,196,352,221,281,180,318,689,617,74807,0.407715855,0.350234604,0.262007566,0.4705442,0.295426899,0.375633296,0.240619193,0.425093908,1.676314,1.150961808
711,A Woman's Burden A Novel,,5,0.101115,Neither,404,311,320,478,278,401,199,436,936,831,96417,0.419013245,0.322557225,0.331891679,0.495763195,0.288330896,0.41590176,0.206395138,0.452202412,1.741394,1.190661398
712,The Tysons Mr and Mrs Nevill Tyson,,5,0.042538,Neither,283,243,212,326,229,292,160,337,667,601,50539,0.559963592,0.480816795,0.419478027,0.6450464,0.453115416,0.577771622,0.31658719,0.666811769,2.394191,1.725400186
713,The Unknown Sea,,1,-0.195344,Neither,372,288,279,487,253,399,177,359,920,686,62502,0.595180954,0.460785255,0.446385716,0.779175066,0.404787047,0.638379572,0.283190938,0.57438162,2.508720,1.673546447
714,The Upper Berth,,346,0.057213,Neither,95,126,71,138,119,142,85,155,265,301,18367,0.517231992,0.686012958,0.386562857,0.751347525,0.647901127,0.773125715,0.462786519,0.843904829,2.765830,2.303043502
715,The Valiant Runaways,,4,0.038496,Neither,252,207,174,349,197,254,138,260,589,516,46699,0.539626116,0.44326431,0.372598985,0.747339343,0.421850575,0.543908863,0.29550954,0.556757104,2.376925,1.543930277
716,The Vast Abyss The Story of Tom Blount his Uncles  and his Cousin Sam   ,,1,0.046848,Neither,375,276,265,419,220,333,167,325,826,615,129729,0.289064126,0.212751197,0.204271982,0.322980983,0.169584287,0.256688944,0.128729891,0.250522243,1.114631,0.719962383
717,The Velvet Glove,,0,0.155928,Neither,243,287,159,323,239,278,160,397,626,729,74221,0.327400601,0.386683014,0.214225085,0.435186807,0.322011291,0.374557066,0.215572412,0.534889048,1.514396,1.296129128
718,The Village by the River,,2,0.340962,Neither,221,251,151,261,243,258,144,330,553,588,52354,0.422126294,0.479428506,0.288421133,0.498529243,0.464147916,0.492799022,0.275050617,0.630324331,1.948275,1.602551859
719,The Village Watch Tower,,6,0.308609,Neither,196,263,168,299,265,274,143,342,534,637,42877,0.457121534,0.613382466,0.391818457,0.697343564,0.618046972,0.639037246,0.333512139,0.797630431,2.497843,2.050050143
721,The Visits of Elizabeth   ,,48,0.293685,Bestsellers,186,180,141,200,187,184,121,233,427,417,58844,0.316090001,0.305893549,0.239616613,0.339881721,0.317789409,0.312691183,0.205628441,0.395962205,1.419006,1.014546938
722,A Woman Intervenes,,7,0.254862,Neither,292,270,202,332,239,305,160,372,682,694,99219,0.294298471,0.272125299,0.203590038,0.33461333,0.240881283,0.3074008,0.161259436,0.374928189,1.234643,0.954454288
723,The Vizier of the Two Horned Alexander  ,,0,0.481827,Neither,150,190,114,209,164,193,97,273,374,508,38185,0.392824407,0.497577583,0.29854655,0.547335341,0.429488019,0.505434071,0.25402645,0.714940422,1.922221,1.717952075
724,The Walrus Hunters A Romance of the Realms of Ice,,3,0.267238,Neither,326,310,213,392,265,333,189,387,778,790,91056,0.358021437,0.340449833,0.233921982,0.430504305,0.291029696,0.365709014,0.207564576,0.425013179,1.521042,1.131172026
725,The War of the Wenuses ,,0,-0.005,Neither,93,114,61,139,110,115,70,165,248,306,11418,0.814503416,0.998423542,0.534244176,1.217376073,0.963391137,1.007181643,0.613067087,1.445086705,4.142582,3.45069189
727,The Watchers A Novel,,15,-0.003782,Neither,225,211,168,277,173,237,135,258,570,483,59054,0.381007214,0.357300098,0.284485386,0.469062214,0.292952213,0.401327598,0.228604328,0.436888272,1.656111,1.195515968
728,The Water of the Wondrous Isles ,,0,0.263797,Neither,229,196,176,305,193,259,113,256,590,495,149265,0.153418417,0.131310086,0.117911098,0.204334573,0.129300238,0.173516899,0.075704284,0.171507051,0.680669,0.476334037
729,The Waters of Edera,,6,-0.134557,Neither,398,271,297,475,239,390,156,384,933,718,72301,0.55047648,0.374821925,0.4107827,0.656975699,0.33056251,0.539411626,0.215764651,0.531112986,2.164562,1.445346537
730,The Weathercock Being the Adventures of a Boy with a Bias,,0,0.03081,Neither,333,262,255,391,219,321,162,320,783,622,98146,0.339290445,0.266949239,0.259817007,0.398386078,0.223136959,0.327063762,0.165060216,0.326044872,1.385691,0.920057873
732,The Well at the World s End,,653,0.545755,Neither,256,225,202,339,209,282,120,294,644,546,227090,0.112730635,0.09907966,0.088951517,0.149280021,0.092033995,0.124179841,0.052842485,0.129464089,0.495839,0.35272359
733,A Young Mutineer,,0,0.403492,Neither,159,230,138,205,237,217,128,288,459,558,53351,0.298026279,0.431107196,0.258664317,0.384247718,0.44422785,0.406740267,0.239920526,0.539821184,1.625087,1.377668647
735,The Wheels of Chance A Bicycling Idyll,,328,0.10223,Neither,280,284,206,327,258,280,174,346,715,699,57015,0.491098834,0.498114531,0.361308428,0.573533281,0.452512497,0.491098834,0.305182847,0.606857844,2.183636,1.596071209
736,The Whirlpool,,121,0.175722,Neither,477,404,354,556,372,506,248,536,1195,1068,166622,0.286276722,0.242464981,0.212456938,0.333689429,0.223259834,0.303681387,0.148839889,0.321686212,1.204523,0.867832579
737,The White Company,,3786,0.177929,Neither,399,325,296,492,312,384,206,465,959,859,152867,0.261011206,0.212603113,0.193632373,0.321848404,0.204098988,0.251198754,0.134757665,0.304185992,1.115349,0.767987859
738,The White Lady of Hazelwood,,1,0.288105,Neither,251,263,181,313,254,293,141,378,631,693,65493,0.383247065,0.401569633,0.276365413,0.47791367,0.387827707,0.447376055,0.215290184,0.577160918,1.740644,1.426106607
739,The White Shield,,5,-0.058401,Neither,275,235,186,357,171,268,148,249,613,491,76815,0.358002994,0.305929831,0.242140207,0.464752978,0.222612771,0.348890191,0.192670702,0.324155438,1.480180,0.978975461
740,The White Virgin,,0,0.120394,Neither,337,273,240,400,236,357,164,349,781,626,87160,0.38664525,0.313217072,0.275355668,0.458926113,0.270766407,0.409591556,0.188159706,0.400413034,1.579853,1.123221661
741,The Wiles of the Wicked,,3,0.123222,Neither,309,299,224,393,255,325,180,403,764,744,80134,0.385604113,0.373125016,0.279531784,0.490428532,0.318216987,0.405570669,0.224623755,0.50290763,1.698405,1.281603314
742,The Wings of Icarus,,1,0.179604,Neither,181,190,143,215,180,218,102,237,448,426,34620,0.52281918,0.548815713,0.413056037,0.621028307,0.519930676,0.629693819,0.294627383,0.68457539,2.371462,1.863084922
745,The Wizard,,187,-0.003417,Neither,244,221,178,325,186,268,142,285,555,516,60871,0.400847694,0.363062871,0.292421679,0.533915986,0.305564226,0.440275336,0.233280216,0.468203249,1.766030,1.271541457
746,The Woman Who Did,,204,0.283705,Both canonical and bestsellers,255,290,204,335,258,301,148,373,664,723,46557,0.547715703,0.622892368,0.438172563,0.719548081,0.554159417,0.64651932,0.317889898,0.80116846,2.577486,2.070580149
747,The Woman with One Hand and Mr Ely s Engagement,,0,0.17242,Neither,236,216,166,279,184,233,143,308,551,553,54167,0.435689627,0.398766777,0.306459653,0.515073753,0.339690217,0.430151199,0.263998375,0.568611885,1.860912,1.397529861
749,The Wonderful Visit,,457,0.099648,Neither,226,217,171,292,201,236,137,283,573,530,39162,0.577090036,0.554108575,0.436647771,0.745620755,0.513252643,0.602624994,0.349828916,0.722639293,2.622440,1.879372861
750,The Wood Pigeons and Mary,,0,0.518592,Neither,70,134,52,88,143,98,74,156,207,301,40566,0.1725583,0.330325889,0.128186166,0.216930434,0.352511956,0.24158162,0.182418774,0.384558497,1.052606,0.956466006
752,The Worshipper of the Image,,10,0.094544,Neither,118,122,99,174,125,162,69,122,303,261,18773,0.628562297,0.649869493,0.527353114,0.926863048,0.665849891,0.862941458,0.36754914,0.649869493,3.116177,2.162680445
754,The Wreckers of Sable Island,,0,0.130031,Neither,173,186,105,232,166,181,102,200,381,405,23184,0.746204279,0.802277433,0.452898551,1.000690131,0.716011042,0.780710835,0.439958592,0.862663906,3.355763,2.445652174
755,About Peggy Saville,,0,0.271109,Neither,258,297,191,324,293,323,183,367,681,743,73525,0.350901054,0.403944237,0.259775587,0.44066644,0.39850391,0.439306358,0.248894934,0.499149949,1.698742,1.342400544
756,The Young Ranchers Or Fighting the Sioux,,1,0.077755,Neither,206,216,119,316,164,224,142,269,514,488,49806,0.413604787,0.433682689,0.238927037,0.634461711,0.329277597,0.449745011,0.285106212,0.540095571,1.901377,1.42352327
757,The Young Woodsman Or Life in the Forests of Canada,,0,0.367037,Neither,190,209,120,251,206,222,125,270,456,539,31837,0.596789899,0.656468888,0.376919936,0.788390866,0.64704589,0.697301881,0.392624933,0.848069856,2.801772,2.201840626
758,The Zeit Geist,,14,0.172792,Neither,202,196,152,255,179,227,120,263,514,506,39437,0.512209347,0.496995208,0.385424855,0.646600908,0.45388848,0.575601592,0.30428278,0.666886426,2.302406,1.739483226
759,Their Wedding Journey,,0,0.408038,Neither,337,344,272,437,345,406,220,462,868,912,75407,0.446908112,0.45619107,0.360709218,0.579521795,0.457517207,0.538411553,0.291750103,0.612675216,2.136406,1.607277839
760,There Back ,,444,0.264204,Neither,466,372,357,526,341,474,207,518,1090,967,174708,0.266730774,0.212926712,0.204340957,0.301073792,0.195182819,0.271309843,0.118483412,0.296494723,1.085812,0.780731277
761,Three Men on the Bummel,,5024,0.211459,Canonical novels,296,282,216,330,251,296,154,393,674,735,68562,0.431726029,0.411306555,0.315043318,0.481316181,0.366092004,0.431726029,0.224614218,0.573203816,1.818792,1.416236399
764,Timothy's Quest A Story for Anybody Young or Old Who Cares to Read It,,20,0.471639,Neither,147,216,149,231,219,230,122,279,471,544,40044,0.367096194,0.539406653,0.3720907,0.576865448,0.546898412,0.574368195,0.304664869,0.696733593,2.167616,1.810508441
765,Tiny Luttrell,,3,0.348261,Neither,258,266,197,290,249,287,160,345,633,694,72206,0.357311027,0.368390438,0.272830513,0.401628674,0.344846689,0.397473894,0.221588234,0.477799629,1.598205,1.243663961
766,According to Plato,,0,0.498639,Neither,257,296,189,314,265,285,162,429,664,789,83762,0.306821709,0.353382202,0.225639311,0.37487166,0.316372579,0.340249755,0.193405124,0.512165421,1.417110,1.205797378
767,To The West,,0,0.094036,Neither,341,269,233,407,219,342,170,324,781,615,149150,0.228628897,0.180355347,0.156218572,0.272879651,0.146832048,0.229299363,0.113979216,0.217230976,0.918538,0.626885686
768,Tom and Some Other Girls A Public School Story,,0,0.271004,Neither,303,314,227,356,316,345,202,406,764,806,69468,0.43617205,0.452006679,0.32676916,0.512466171,0.454885703,0.496631543,0.290781367,0.584441757,2.021074,1.533079979
769,Tom Ossington s Ghost,,27,0.004313,Neither,234,222,178,304,172,256,144,272,593,514,49894,0.468994268,0.44494328,0.356756323,0.609291698,0.344730829,0.513087746,0.288611857,0.54515573,2.068385,1.503186756
770,Tom Tufton s Travels,,0,0.32268,Neither,325,303,239,398,272,327,176,385,781,773,74841,0.434253952,0.4048583,0.319343675,0.53179407,0.363437153,0.436926284,0.235165217,0.514423912,1.883994,1.356208495
772,Tom Dick and Harry,,6,0.062983,Neither,354,312,242,415,269,362,201,406,843,733,93677,0.377894254,0.333059342,0.25833449,0.443011625,0.287156933,0.386434237,0.214567076,0.433404144,1.580964,1.152897723
774,Tongues of Conscience,,1,-0.035801,Neither,321,316,261,437,285,389,187,380,822,741,82623,0.388511674,0.38246009,0.315892669,0.528908415,0.344940271,0.470813212,0.22632923,0.459920361,1.804582,1.313193663
775,Tourmalin s Time Cheques,,32,0.195613,Neither,185,206,126,240,163,201,119,250,470,481,29871,0.619329785,0.689632085,0.421813799,0.803454856,0.545679756,0.672893442,0.398379699,0.836932142,2.788658,2.199457668
777,A Cathedral Courtship,,3,0.530569,Neither,56,106,50,90,117,76,67,157,171,282,8902,0.629072119,1.190743653,0.561671534,1.011008762,1.314311391,0.853740732,0.752639856,1.763648618,4.268704,3.808133004
778,Across Texas,,2,0.128192,Neither,199,245,120,294,186,211,151,309,531,564,60766,0.327485765,0.403185992,0.197478853,0.483823191,0.306092223,0.34723365,0.248494224,0.508508047,1.563374,1.25892769
779,Tristram of Blent,,5,0.230809,Neither,360,354,245,419,313,379,211,488,909,915,126190,0.285284095,0.28052936,0.194151676,0.332038989,0.248038672,0.300340756,0.167208178,0.38671844,1.226722,0.967588557
780,Trooper Peter Halket of Mashonaland,,39,-0.067552,Neither,122,115,81,170,102,126,64,149,280,260,24969,0.488605871,0.460571108,0.324402259,0.680844247,0.408506548,0.504625736,0.256317834,0.596739958,2.158677,1.561936802
781,Two Boys in Wyoming A Tale of Adventure Northwest Series ,,4,0.15413,Neither,269,267,177,382,211,280,166,338,663,618,71897,0.374146348,0.371364591,0.246185515,0.531315632,0.293475388,0.389446013,0.230885851,0.470116973,1.676009,1.230927577
782,Two Little Pilgrims Progress A Story of the City Beautiful,,21,0.368377,Neither,105,171,88,150,188,142,104,203,285,416,40621,0.258486989,0.420964526,0.216636715,0.369267128,0.4628148,0.349572881,0.256025209,0.499741513,1.563231,1.27027892
784,Two Penniless Princesses,,21,0.28137,Neither,317,304,230,366,286,335,168,417,743,777,70232,0.451361203,0.432851122,0.327486046,0.521129969,0.407221779,0.476990546,0.239207199,0.59374644,1.946406,1.503588108
785,Uncle Bernac A Memory of the Empire,,105,0.039648,Neither,306,264,201,366,237,277,160,368,667,645,58200,0.525773196,0.453608247,0.345360825,0.628865979,0.407216495,0.475945017,0.274914089,0.632302405,2.182131,1.56185567
786,Under False Pretences A Novel,,0,0.107145,Neither,486,385,323,545,345,494,237,518,1132,1004,195173,0.249009853,0.197260892,0.165494203,0.279239444,0.176766254,0.25310878,0.121430731,0.265405563,0.991940,0.715775235
787,Under Wellington s Command A Tale of the Peninsular War,,0,0.122535,Neither,306,241,194,377,203,297,148,364,708,647,129031,0.237152312,0.186776821,0.150351466,0.292177849,0.157326534,0.230177244,0.114701118,0.282102751,0.951709,0.699056816
788,Vain Fortune A Novel,,8,0.070074,Neither,228,238,173,291,223,290,130,293,607,558,58467,0.389963569,0.407067235,0.29589341,0.497716661,0.381411737,0.496006294,0.222347649,0.501137394,1.787333,1.404210922
789,Active Service,,28,0.112054,Neither,377,310,270,459,287,380,201,406,915,794,79531,0.474028995,0.389785115,0.339490262,0.577133445,0.360865574,0.477801109,0.252731639,0.510492764,2.004250,1.378078988
790,Vandrad the Viking Or The Feud and the Spell,,15,-0.079285,Neither,220,195,132,292,151,218,127,212,478,419,43004,0.511580318,0.453446191,0.306948191,0.679006604,0.351130127,0.506929588,0.295321365,0.492977397,2.143987,1.453353176
792,Viking Boys,,1,0.294358,Neither,256,276,187,323,255,280,182,350,615,669,58966,0.434148492,0.468066343,0.317131907,0.547773293,0.4324526,0.474849914,0.308652444,0.593562392,2.040159,1.536478649
793,Voices in the Night,,1,0.042756,Neither,478,386,348,563,330,472,239,542,1143,984,141437,0.337959657,0.272913028,0.246045943,0.398057085,0.233319428,0.333717486,0.168979828,0.383209485,1.384362,0.989839999
796,Wayside Courtships,,1,0.198985,Neither,304,271,240,361,262,314,178,370,706,669,64211,0.47343913,0.422046067,0.373767735,0.562208967,0.408029777,0.489012786,0.27721107,0.576225257,2.094657,1.48728411
797,Weir of Hermiston An Unfinished Romance,,0,0.101884,Neither,326,302,244,375,259,315,161,378,741,738,48769,0.668457422,0.619245832,0.500317825,0.768931083,0.531075068,0.64590211,0.330127745,0.775082532,2.798909,2.040230474
798,Well After All,,0,0.150279,Neither,269,274,197,342,225,312,162,354,657,658,80864,0.332657301,0.338840522,0.243618916,0.422932331,0.278244954,0.385833004,0.200336367,0.437772062,1.477790,1.162445588
799,Westerfelt,,0,0.044526,Neither,270,203,183,323,182,267,140,274,620,480,69620,0.387819592,0.291582878,0.262855501,0.463947142,0.261419132,0.383510485,0.20109164,0.393565068,1.577133,1.068658431
800,Adam Johnstone's Son,,1,0.168333,Neither,227,211,164,263,186,242,125,262,546,535,63337,0.358400303,0.333138608,0.258932378,0.415239118,0.293667209,0.382083143,0.197356995,0.413660262,1.523596,1.128882012
801,What s Bred in the Bone,,37,-0.000741,Neither,389,318,278,484,260,405,209,426,942,806,101756,0.38228704,0.312512284,0.273202563,0.475647628,0.255513188,0.398010928,0.205393294,0.418648532,1.592044,1.129171744
804,When London Burned a Story of Restoration Times and the Great Fire,,0,0.171275,Neither,351,280,233,420,232,346,160,415,796,727,143072,0.245331022,0.195705659,0.162855066,0.293558488,0.162156117,0.241836278,0.111831805,0.290063744,0.975732,0.727605681
805,When the Birds Begin to Sing,,0,0.079974,Neither,329,268,259,402,278,348,175,331,799,696,59686,0.551218041,0.44901652,0.433937607,0.67352478,0.465770868,0.583051302,0.293201086,0.554568911,2.417652,1.586636732
806,When the Sleeper Wakes,,3677,-0.058357,Neither,318,324,231,428,272,329,202,413,826,784,83355,0.38150081,0.388698938,0.277127947,0.513466499,0.326315158,0.394697379,0.242336992,0.495471177,1.740747,1.278867494
808,While the Billy Boils,,55,-0.012113,Neither,308,252,251,373,216,336,157,329,780,621,87277,0.352899389,0.288735864,0.287590087,0.42737491,0.247487883,0.384981152,0.179887026,0.376960711,1.495239,1.050677727
809,White Turrets,,0,0.464536,Neither,164,215,128,207,194,197,127,270,426,522,45632,0.359396914,0.471160589,0.280504909,0.453629032,0.425140252,0.431714586,0.278313464,0.591690042,1.796985,1.494565217
812,Whoso Findeth a Wife,,1,0.056682,Neither,370,337,275,455,277,384,194,446,902,824,99218,0.372916205,0.339656111,0.277167449,0.458586144,0.279183213,0.387026548,0.195529037,0.449515209,1.583382,1.176197867
813,With Buller in Natal Or  a Born Leader,,0,0.126733,Neither,283,241,185,356,197,285,139,317,651,578,119102,0.237611459,0.202347568,0.155329046,0.298903461,0.165404443,0.239290692,0.116706688,0.266158419,0.973955,0.707796678
814,With Cochrane the Dauntless,,56,0.14348,Neither,350,285,227,413,220,326,165,394,812,678,130390,0.268425493,0.218575044,0.174093105,0.316742081,0.168724595,0.250019173,0.126543447,0.302170412,1.054529,0.770764629
